record,name,selling_price,model_year,vehicle_age,km_driven,seats,fuel_type,seller_type,transmission,owner,mileage,engine,max_power,brand
5649,Renault Duster 85PS Diesel RxL Optional,585000,2013,8,80000,5,4,1,2,2,20.46,1461,83,Renault
5650,Maruti Ertiga SHVS VDI,900000,2018,3,35000,7,4,1,2,1,24.52,1248,88,Maruti
5651,Toyota Corolla Altis 1.8 VL AT,550000,2012,9,57728,5,3,3,1,1,14.53,1794,138,Toyota
5652,Mahindra Scorpio S2 7 Seater,850000,2017,4,110000,7,4,1,2,1,15.4,2523,75,Mahindra
5653,Maruti Alto LXi BSIII,150000,2009,12,70000,5,3,1,2,2,19.7,796,46,Maruti
5654,Toyota Innova 2.5 VX (Diesel) 7 Seater,1019999,2014,7,88000,7,4,1,2,2,12.99,2494,100,Toyota
5655,Maruti Swift 1.2 DLX (Only Delhi),375000,2014,7,80000,5,3,1,2,1,20.4,1197,81,Maruti
5656,Maruti Swift Dzire ZDi,320000,2008,13,175802,5,4,1,2,3,19.3,1248,73,Maruti
5657,Volkswagen Polo Diesel Trendline 1.2L,220000,2011,10,222300,5,4,1,2,1,22.07,1199,73,Volkswagen
5658,Maruti A-Star Vxi,204999,2011,10,60000,5,3,1,2,1,19,998,66,Maruti
5659,Maruti Swift Vdi BSIII,300000,2010,11,135000,5,4,1,2,2,17.8,1248,75,Maruti
5660,Maruti Ertiga SHVS ZDI,750000,2016,5,50000,7,4,1,2,1,24.52,1248,88,Maruti
5661,Mahindra Bolero Power Plus ZLX,740000,2019,2,14000,7,4,1,2,1,16.5,1493,70,Mahindra
5662,Jaguar XF 2.0 Diesel Portfolio,3200000,2017,4,45000,5,4,2,1,1,19.33,1999,177,Jaguar
5663,Honda BRV i-VTEC V CVT,950000,2017,4,15000,7,3,1,1,1,15.4,1497,117,Honda
5664,Maruti Wagon R AX Minor,80000,2007,14,63000,5,3,1,1,3,18.9,1061,67,Maruti
5665,Maruti Ertiga SHVS VDI,770000,2016,5,100000,7,4,1,2,2,24.52,1248,88,Maruti
5666,Renault KWID RXL,325000,2017,4,40000,5,3,1,2,1,25.17,799,53,Renault
5667,Volvo V40 D3 R-Design,2475000,2018,3,2000,5,4,2,1,1,16.8,1984,150,Volvo
5668,Honda Civic 1.8 S MT,245000,2007,14,90000,5,3,1,2,3,13.5,1799,130,Honda
5669,Maruti Wagon R AX,75000,2006,15,60000,5,3,1,1,1,18.9,998,67,Maruti
5670,Maruti Swift Dzire VDI,500000,2014,7,120000,5,4,1,2,2,23.4,1248,74,Maruti
5671,Volkswagen Vento 1.6 Highline,500000,2014,7,70000,5,3,1,2,2,15.04,1598,103,Volkswagen
5672,Tata Sumo Gold EX BSIII,500000,2015,6,75000,7,4,1,2,1,14.07,2956,69,Tata
5673,Jaguar XF 2.0 Diesel Portfolio,3200000,2017,4,45000,5,4,2,1,1,19.33,1999,177,Jaguar
5674,Hyundai EON Sportz,280000,2017,4,31000,5,3,1,2,2,21.1,814,55,Hyundai
5675,Hyundai Creta 1.4 E Plus,990000,2019,2,19600,5,4,1,2,1,22.1,1396,88,Hyundai
5676,Maruti 800 AC,35000,2007,14,10000,4,3,1,2,1,16.1,796,37,Maruti
5677,Maruti Eeco 7 Seater Standard BSIV,270000,2016,5,100000,7,3,1,2,3,15.37,1196,73,Maruti
5678,Maruti 800 AC,155000,2006,15,70000,4,3,1,2,2,16.1,796,37,Maruti
5679,Toyota Etios Liva GD,415000,2014,7,146000,5,4,1,2,1,23.59,1364,67,Toyota
5680,Hyundai Grand i10 CRDi Magna,425000,2014,7,60000,5,4,1,2,1,24,1120,70,Hyundai
5681,Maruti Ritz LDi,250000,2010,11,110000,5,4,1,2,2,21.1,1248,73,Maruti
5682,BMW 3 Series 320d Luxury Line,1100000,2010,11,102000,5,4,2,1,1,19.62,1995,187,BMW
5683,Maruti SX4 ZDI,250000,2011,10,85000,5,4,1,2,2,21.5,1248,88,Maruti
5684,Renault Duster 110PS Diesel RxZ,600000,2015,6,60000,5,4,1,2,1,19.01,1461,108,Renault
5685,Skoda Rapid 1.5 TDI AT Ambition Plus,400000,2014,7,77000,5,4,1,1,2,21.66,1498,103,Skoda
5686,Maruti Swift Dzire ZDi,320000,2010,11,100000,5,4,1,2,2,19.3,1248,73,Maruti
5687,Toyota Etios Liva VXD,409999,2014,7,200000,5,4,1,2,1,23.59,1364,67,Toyota
5688,Maruti Swift VXI BSIV,610000,2018,3,52000,5,3,2,2,1,22,1197,81,Maruti
5689,Skoda Superb LK 1.8 TSI AT,1864999,2018,3,50000,5,3,2,1,1,14.67,1798,177,Skoda
5690,Skoda Octavia L and K 1.9 TDI (MT),250000,2007,14,100000,5,4,1,2,2,16.6,1896,122,Skoda
5691,Hyundai EON Era Plus,229999,2014,7,80000,5,3,1,2,1,21.1,814,55,Hyundai
5692,Jeep Compass 2.0 Limited Plus 4X4,2150000,2019,2,25000,5,4,2,2,1,16.3,1956,170,Jeep
5693,Tata Indica Vista TDI LS,110000,2014,7,250000,5,4,1,2,2,19.1,1405,70,Tata
5694,Tata Indica V2 1.2 GLE BSIII,170000,2013,8,110000,5,3,1,2,2,15.3,1193,65,Tata
5695,Hyundai i20 1.4 Asta Option,725000,2017,4,110000,5,4,1,2,1,22.54,1396,88,Hyundai
5696,Ford Fiesta 1.4 ZXi Duratec,240000,2011,10,80000,5,3,1,2,2,16.6,1388,68,Ford
5697,Mahindra TUV 300 T8,730000,2016,5,65100,7,4,1,2,2,18.49,1493,100,Mahindra
5698,Ford EcoSport 1.5 Diesel Titanium BSIV,880000,2018,3,65000,5,4,1,2,1,23,1498,98,Ford
5699,Mahindra Bolero 2011-2019 ZLX,430000,2013,8,100000,7,4,1,2,2,15.96,2523,62,Mahindra
5700,Skoda Fabia Scout 1.2 TDI,190000,2012,9,110000,5,4,1,2,1,21,1199,75,Skoda
5701,Hyundai EON Magna Plus,335000,2016,5,17000,5,3,1,2,1,21.1,814,55,Hyundai
5702,Maruti Swift Dzire VDI,625000,2015,6,50000,5,4,1,2,1,26.59,1248,74,Maruti
5703,Tata Indigo CR4,229999,2012,9,186000,5,4,1,2,1,23.57,1396,70,Tata
5704,Tata Tiago 1.2 Revotron XM,350000,2017,4,60000,5,3,1,2,1,23.84,1199,84,Tata
5705,Chevrolet Cruze LTZ,495000,2012,9,82000,5,4,1,2,3,17.3,1998,163,Chevrolet
5706,Volkswagen Vento Diesel Highline,280000,2012,9,80000,5,4,1,2,3,20.54,1598,103,Volkswagen
5707,Ford Fiesta Classic 1.4 Duratorq LXI,350000,2011,10,93500,5,4,1,2,2,18.6,1388,67,Ford
5708,Maruti Swift VXI Windsong Limited edition,450000,2015,6,35000,5,3,1,2,2,20.4,1197,83,Maruti
5709,Hyundai Grand i10 Asta,434999,2015,6,40000,5,3,2,2,1,18.9,1197,82,Hyundai
5710,Maruti SX4 Zxi BSIII,200000,2009,12,110000,5,3,1,2,3,15,1586,104,Maruti
5711,Mahindra Scorpio SLE BSIII,400000,2011,10,320000,8,4,1,2,3,12.05,2179,120,Mahindra
5712,Hyundai EON Era Plus,250000,2014,7,20000,5,3,1,2,1,21.1,814,55,Hyundai
5713,Toyota Etios Liva GD,409999,2013,8,45000,5,4,1,2,1,23.59,1364,67,Toyota
5714,Ford Ecosport 1.5 DV5 MT Titanium Optional,875000,2017,4,77524,5,4,2,2,1,22.7,1498,89,Ford
5715,Maruti Alto LXi,225000,2011,10,90000,5,3,1,2,1,19.7,796,46,Maruti
5716,Honda Brio 1.2 VX MT,325000,2014,7,52442,5,3,3,2,2,18.5,1198,86,Honda
5717,Maruti Celerio ZXI Optional,475000,2018,3,30000,5,3,1,2,1,21.63,998,67,Maruti
5718,Maruti Alto LXi,185000,2012,9,60000,5,3,1,2,2,19.7,796,46,Maruti
5719,Maruti Swift Dzire Vdi BSIV,265000,2011,10,60000,5,4,1,2,1,19.3,1248,73,Maruti
5720,Hyundai Venue SX Plus Turbo DCT BSIV,1125000,2019,2,3500,5,3,2,1,1,18.15,998,118,Hyundai
5721,Hyundai Grand i10 1.2 Kappa Sportz BSIV,550000,2019,2,15000,5,3,1,2,1,18.9,1197,81,Hyundai
5722,Maruti Ertiga VDI,580000,2015,6,15000,7,4,1,2,2,20.77,1248,88,Maruti
5723,Chevrolet Tavera Neo LT-L - 9 seats BSII,285000,2010,11,265000,9,4,1,2,4,14.8,2499,80,Chevrolet
5724,Maruti Alto K10 VXI,390000,2018,3,10000,5,3,1,2,1,23.95,998,67,Maruti
5725,Maruti Wagon R VXI BS IV,300000,2013,8,57000,5,3,1,2,2,20.51,998,67,Maruti
5726,Hyundai i20 Magna 1.4 CRDi,270000,2010,11,100000,5,4,1,2,4,21.9,1396,90,Hyundai
5727,Mahindra Renault Logan 1.5 DLE Diesel,180000,2007,14,187000,5,4,1,2,2,19.2,1461,65,Mahindra
5728,Jeep Compass 2.0 Longitude Option BSIV,1675000,2018,3,80000,5,4,1,2,1,17.1,1956,170,Jeep
5729,Toyota Innova 2.5 VX (Diesel) 7 Seater,750000,2013,8,79328,7,4,3,2,2,12.99,2494,100,Toyota
5730,Tata Sumo EX,445000,2016,5,63000,9,4,2,2,1,15.3,2956,83,Tata
5731,Maruti Zen Estilo VXI BSIV,190000,2014,7,60000,5,3,1,2,1,19,998,67,Maruti
5732,Hyundai EON Era Plus,180000,2012,9,120000,5,3,1,2,2,21.1,814,55,Hyundai
5733,Ford EcoSport 1.5 Diesel Titanium Plus BSIV,900000,2018,3,44772,5,4,2,2,2,23,1498,98,Ford
5734,Ford Figo Diesel EXI,300000,2012,9,54000,5,4,1,2,1,20,1399,68,Ford
5735,Mahindra KUV 100 mFALCON G80 K2,300000,2016,5,40000,6,3,1,2,1,18.15,1198,82,Mahindra
5736,Maruti Wagon R AMT VXI Plus,475000,2017,4,20000,5,3,1,1,1,20.51,998,67,Maruti
5737,Hyundai Grand i10 CRDi Sportz,425000,2015,6,91500,5,4,1,2,2,24,1120,70,Hyundai
5738,Mahindra Bolero 2011-2019 DI - AC BS III,600000,2016,5,70000,9,4,1,2,1,15.96,2523,63,Mahindra
5739,Skoda Octavia Rider 1.9 AT TDI,210000,2008,13,120000,5,4,1,2,2,18.7,1896,66,Skoda
5740,Renault Duster 85PS Diesel RxS,819999,2017,4,50000,5,4,1,2,1,19.87,1461,83,Renault
5741,Jaguar XF Diesel,2500000,2015,6,13500,5,4,2,1,1,14.74,2993,270,Jaguar
5742,Tata Indica V2 DL BSIII,67500,2006,15,110000,5,4,1,2,4,17.88,1396,52,Tata
5743,Mahindra Thar CRDe,850000,2018,3,15000,6,4,1,2,2,16.55,2498,105,Mahindra
5744,Chevrolet Beat Diesel LT,185000,2014,7,90000,5,4,1,2,2,25.44,936,56,Chevrolet
5745,Maruti Swift Dzire VDi,250000,2012,9,100000,5,4,1,2,3,19.3,1248,73,Maruti
5746,Maruti Ertiga VDI,750000,2015,6,14000,7,4,1,2,1,20.77,1248,88,Maruti
5747,Hyundai Verna CRDi SX,245000,2008,13,127000,5,4,1,2,2,16.8,1493,110,Hyundai
5748,Maruti Alto 800 LXI,300000,2016,5,40000,5,3,1,2,1,22.74,796,47,Maruti
5749,Hyundai i20 1.2 Asta,300000,2010,11,70000,5,3,1,2,1,17,1197,80,Hyundai
5750,Maruti Zen Estilo LXI BS IV,100000,2010,11,180000,5,3,1,2,2,19,998,67,Maruti
5751,Tata Indigo Grand Dicor,100000,2007,14,90000,5,4,1,2,3,23.57,1396,70,Tata
5752,Maruti Alto K10 2010-2014 VXI,225000,2011,10,76000,5,3,1,2,2,20.92,998,67,Maruti
5753,Mahindra Xylo D2 BS III,400000,2015,6,110000,7,4,1,2,1,14.95,2489,93,Mahindra
5754,Hyundai Elite i20 Petrol Sportz,667000,2019,2,7500,5,3,1,2,1,18.6,1197,81,Hyundai
5755,Maruti Swift Dzire VDI,450000,2014,7,80000,5,4,1,2,1,23.4,1248,74,Maruti
5756,Chevrolet Spark 1.0 LT,130000,2012,9,70000,5,3,1,2,1,18,995,62,Chevrolet
5757,Chevrolet Captiva 2.2 LT,667000,2013,8,65000,7,4,1,2,1,14.6,2231,184,Chevrolet
5758,Chevrolet Beat LS,140000,2013,8,110000,5,3,1,2,2,18.6,1199,79,Chevrolet
5759,Maruti Vitara Brezza LDi Option,650000,2017,4,70000,5,4,1,2,1,24.3,1248,88,Maruti
5760,BMW X6 xDrive30d,3750000,2013,8,56000,4,4,2,1,1,11.2,2993,241,BMW
5761,Chevrolet Sail Hatchback Petrol LS ABS,120000,2013,8,110000,5,3,1,2,2,18.2,1199,84,Chevrolet
5762,Maruti Swift Dzire VDI,550000,2013,8,70000,5,4,1,2,1,23.4,1248,74,Maruti
5763,Mahindra Bolero 2011-2019 DI NON AC BS III White,550000,2016,5,80000,9,4,1,2,2,15.96,2523,63,Mahindra
5764,Lexus ES 300h,5150000,2019,2,20000,5,3,2,1,1,22.37,2487,214,Lexus
5765,Mahindra Bolero 2011-2019 Plus - AC BSIII,340000,2012,9,110000,9,4,1,2,2,15.96,2523,63,Mahindra
5766,Toyota Innova 2.5 VX (Diesel) 8 Seater,900000,2014,7,112000,8,4,1,2,2,12.99,2494,100,Toyota
5767,Honda City i VTEC VX Option BL,925000,2016,5,22000,5,3,1,2,1,17.8,1497,117,Honda
5768,Tata Manza Club Class Quadrajet90 EX,316000,2013,8,140000,5,4,1,2,1,21.02,1248,88,Tata
5769,Maruti Alto LX,95000,2008,13,80000,5,3,1,2,2,19.7,796,46,Maruti
5770,Volkswagen Polo 2015-2019 GT 1.5 TDI,591000,2016,5,60000,5,4,2,2,1,21.49,1498,108,Volkswagen
5771,Maruti 800 Std,39000,2001,20,42108,4,3,1,2,1,16.1,796,37,Maruti
5772,Maruti Swift Dzire VDI,480000,2013,8,105000,5,4,1,2,3,23.4,1248,74,Maruti
5773,Toyota Innova 2.5 VX (Diesel) 7 Seater,750000,2013,8,79328,7,4,3,2,2,12.99,2494,100,Toyota
5774,Maruti Wagon R VXI,140000,2002,19,80000,5,3,1,2,2,18.9,998,67,Maruti
5775,Toyota Innova Crysta 2.4 VX MT,1750000,2017,4,98000,7,4,2,2,1,13.68,2393,147,Toyota
5776,Skoda Rapid 1.6 MPI AT Elegance,645000,2016,5,11000,5,3,2,1,1,14.3,1598,103,Skoda
5777,Maruti Wagon R LXI,225000,2013,8,58343,5,3,3,2,1,21.79,998,67,Maruti
5778,Maruti Ritz VXi,320000,2012,9,40000,5,3,1,2,1,18.5,1197,85,Maruti
5779,Tata Nexon 1.2 Revotron XM,595000,2018,3,28000,5,3,1,2,2,17,1198,108,Tata
5780,Hyundai i20 Sportz 1.4 CRDi,360000,2013,8,210000,5,4,1,2,3,21.9,1396,88,Hyundai
5781,Ford Freestyle Titanium Plus Diesel,700000,2018,3,35278,5,4,2,2,1,23.8,1499,98,Ford
5782,Maruti Baleno Delta 1.2,570000,2017,4,35000,5,3,1,2,1,21.4,1197,83,Maruti
5783,Tata Nexon 1.5 Revotorq XZ Plus,919999,2017,4,26766,5,4,2,2,1,21.5,1497,108,Tata
5784,Maruti Swift AMT VVT VXI,650000,2019,2,5621,5,3,3,1,1,22,1197,81,Maruti
5785,Renault Duster 110PS Diesel RxL AMT,850000,2017,4,50000,5,4,1,1,1,19.6,1461,108,Renault
5786,Maruti Baleno Alpha 1.3,650000,2017,4,35000,5,4,1,2,2,27.39,1248,74,Maruti
5787,Maruti Wagon R AMT VXI,420000,2018,3,35000,5,3,1,1,1,20.51,998,67,Maruti
5788,Chevrolet Optra Magnum 2.0 LS,272000,2011,10,170000,5,4,1,2,4,16.52,1991,123,Chevrolet
5789,Ford EcoSport 1.5 Petrol Titanium BSIV,889000,2017,4,25000,5,3,1,2,1,17,1497,121,Ford
5790,Toyota Fortuner 3.0 Diesel,1050000,2010,11,220000,7,4,1,2,2,11.5,2982,171,Toyota
5791,Tata Manza Aura (ABS) Quadrajet,100000,2009,12,80000,5,4,1,2,3,18.8,1248,90,Tata
5792,Honda Brio 1.2 VX MT,411000,2016,5,60000,5,3,1,2,2,18.5,1198,86,Honda
5793,Tata Zest Revotron 1.2T XM,400000,2016,5,25000,5,3,1,2,1,17.57,1193,88,Tata
5794,Hyundai Xcent 1.2 VTVT S AT,575000,2018,3,15000,5,3,1,1,1,17.36,1197,81,Hyundai
5795,Datsun RediGO 1.0 S,320000,2018,3,35000,5,3,1,2,1,22.5,999,67,Datsun
5796,Ford Figo Diesel Titanium,225000,2012,9,87237,5,4,2,2,2,20,1399,68,Ford
5797,Audi Q7 3.0 TDI Quattro,810000,2009,12,98000,7,4,1,1,4,12.07,2967,241,Audi
5798,Maruti Swift AMT ZXI Plus BSIV,700000,2019,2,20000,5,3,1,1,1,22,1197,81,Maruti
5799,Toyota Corolla Altis Diesel D4DG,365000,2011,10,185000,5,4,1,2,2,21.43,1364,87,Toyota
5800,Hyundai Grand i10 1.2 CRDi Sportz,525000,2017,4,29000,5,4,2,2,2,24,1186,73,Hyundai
5801,Maruti Vitara Brezza ZDi,861000,2017,4,61260,5,4,2,2,1,24.3,1248,88,Maruti
5802,Maruti Baleno Sigma 1.2,500000,2019,2,10000,5,3,1,2,1,21.4,1197,83,Maruti
5803,Maruti Ciaz ZDi Plus,600000,2015,6,60000,5,4,1,2,3,26.21,1248,88,Maruti
5804,Hyundai Xcent 1.2 Kappa S Option,450000,2014,7,46000,5,3,1,2,2,19.1,1197,81,Hyundai
5805,Maruti Swift Dzire VDi,185000,2009,12,138000,5,4,1,2,2,19.3,1248,73,Maruti
5806,Hyundai Creta 1.6 CRDi SX Plus Dual Tone,1300000,2015,6,48000,5,4,1,2,2,19.67,1582,126,Hyundai
5807,Chevrolet Sail Hatchback Diesel Base,295000,2013,8,50000,5,4,1,2,1,22.1,1248,76,Chevrolet
5808,Hyundai Grand i10 1.2 Kappa Asta,600000,2017,4,5000,5,3,1,2,1,18.9,1197,81,Hyundai
5809,Honda Amaze S CVT Diesel BSIV,700000,2019,2,40000,5,4,1,1,1,23.8,1498,78,Honda
5810,Maruti 800 DX,70000,1998,23,100000,4,3,1,2,2,16.1,796,37,Maruti
5811,Hyundai Accent VIVA CRDi,170000,2004,17,160000,5,4,1,2,3,13.1,1493,82,Hyundai
5812,Hyundai Santro Xing GLS,210000,2011,10,50000,5,3,1,2,2,17.92,1086,62,Hyundai
5813,Hyundai Santro Magna BSIV,500000,2019,2,5000,5,3,1,2,1,20.3,1086,68,Hyundai
5814,Hyundai EON Magna Plus,340000,2016,5,30000,5,3,1,2,1,21.1,814,55,Hyundai
5815,Mahindra Xylo D2 BSIV,280000,2014,7,100000,8,4,1,2,1,14,2489,95,Mahindra
5816,Fiat Linea 1.3 Multijet Emotion,700000,2015,6,20000,5,4,1,2,1,20.4,1248,91,Fiat
5817,Maruti Vitara Brezza VDi Option,610000,2016,5,110000,5,4,1,2,1,24.3,1248,88,Maruti
5818,Maruti Swift Dzire VDI,470000,2013,8,82000,5,4,2,2,2,26.59,1248,74,Maruti
5819,Mahindra Thar DI 4X4,425000,2014,7,63000,7,4,1,2,2,18.06,2523,63,Mahindra
5820,Tata Tiago 1.2 Revotron XT,438999,2018,3,25000,5,3,1,2,1,23.84,1199,84,Tata
5821,Maruti Swift VVT VXI,509999,2017,4,20000,5,3,1,2,1,22,1197,81,Maruti
5822,Toyota Etios VX,625000,2017,4,25538,5,3,3,2,1,16.78,1496,88,Toyota
5823,Maruti Swift Dzire VDi,400000,2012,9,58400,5,4,1,2,2,19.3,1248,73,Maruti
5824,Hyundai i20 1.2 Asta Option,630000,2017,4,25000,5,3,1,2,2,18.6,1197,81,Hyundai
5825,Chevrolet Tavera Neo 3 LT 9 Seats BSIII,600000,2013,8,90000,9,4,1,2,1,13.58,2499,72,Chevrolet
5826,Maruti Ciaz VDI SHVS,620000,2016,5,90000,5,4,1,2,1,28.09,1248,88,Maruti
5827,Lexus ES 300h,5150000,2019,2,20000,5,3,2,1,1,22.37,2487,214,Lexus
5828,Tata Tigor 2017-2020 XZ,500000,2018,3,35000,5,3,1,2,1,20.3,1199,83,Tata
5829,Mahindra Bolero 2011-2019 EX AC,675000,2017,4,70000,7,4,1,2,2,15.96,2523,62,Mahindra
5830,Hyundai i10 Era,245000,2013,8,110000,5,3,1,2,2,19.81,1086,68,Hyundai
5831,Mercedes-Benz New C-Class C 250 CDI Elegance,1000000,2011,10,90000,5,4,2,1,1,14.94,2143,204,Mercedes-Benz
5832,Maruti Swift AMT ZXI,600000,2018,3,69779,5,3,2,1,1,22,1197,81,Maruti
5833,Tata Nexon 1.5 Revotorq XZ Plus,830000,2017,4,35000,5,4,1,2,1,21.5,1497,108,Tata
5834,Maruti Alto LX,130000,2011,10,60000,5,3,1,2,3,19.7,796,46,Maruti
5835,Maruti Wagon R VXI BS IV,335000,2015,6,120000,5,3,1,2,1,20.51,998,67,Maruti
5836,Mahindra Xylo D4 BSIII,200000,2013,8,300000,8,4,1,2,1,14,2498,112,Mahindra
5837,Maruti Ertiga ZDI,700000,2013,8,37659,7,4,1,2,1,20.77,1248,88,Maruti
5838,BMW X4 M Sport X xDrive20d,5400000,2019,2,7500,5,4,2,1,1,16.78,1995,190,BMW
5839,Chevrolet Beat Diesel,120000,2012,9,60000,5,4,1,2,2,25.44,936,57,Chevrolet
5840,Mahindra Verito 1.5 D4 BSIV,250000,2014,7,50000,5,4,1,2,2,21.03,1461,65,Mahindra
5841,Tata Tiago 1.05 Revotorq XT,400000,2016,5,60000,5,4,1,2,1,27.28,1047,69,Tata
5842,Jeep Compass 1.4 Sport,1520000,2019,2,10000,5,3,1,2,1,16,1368,160,Jeep
5843,Hyundai i20 Active SX Diesel,651000,2016,5,42323,5,4,2,2,1,21.19,1396,88,Hyundai
5844,Maruti Swift VDI,300000,2011,10,70000,5,4,1,2,2,22.9,1248,74,Maruti
5845,Maruti Eeco CNG 5 Seater AC BSIV,380000,2017,4,30000,5,1,1,2,1,21.94,1196,61,Maruti
5846,Ford Figo Aspire 1.2 Ti-VCT Titanium,650000,2017,4,5000,5,3,1,2,1,18.16,1196,86,Ford
5847,Honda City S,428000,2012,9,49185,5,3,2,2,1,16.8,1497,116,Honda
5848,Datsun GO A,210000,2015,6,80000,5,3,1,2,1,20.63,1198,67,Datsun
5849,Maruti SX4 Zxi with Leather BSIII,150000,2008,13,89000,5,3,1,2,2,15.6,1586,104,Maruti
5850,BMW 3 Series 320d Sedan,480000,2007,14,110000,5,4,1,1,4,16.07,1995,181,BMW
5851,Maruti Alto LXi BSIII,165000,2010,11,20000,5,3,1,2,1,19.7,796,46,Maruti
5852,Maruti Swift Dzire VXI,515000,2015,6,45000,5,3,1,2,2,20.85,1197,83,Maruti
5853,BMW X1 sDrive20d M Sport,1075000,2011,10,42545,5,4,2,1,1,19.62,1998,190,BMW
5854,Toyota Glanza G Smart Hybrid,700000,2019,2,5000,5,3,1,2,1,23.87,1197,88,Toyota
5855,Mercedes-Benz New C-Class C 220 CDI BE Avantgare,1350000,2011,10,81500,5,4,1,1,2,14.84,2143,167,Mercedes-Benz
5856,Mahindra Bolero 2011-2019 ZLX,467000,2013,8,157000,7,4,1,2,1,15.96,2523,62,Mahindra
5857,Maruti 800 AC,45000,1994,27,60000,4,3,1,2,1,16.1,796,37,Maruti
5858,Maruti 800 AC LPG,149000,2008,13,87540,5,2,1,2,3,16.6,796,35,Maruti
5859,Hyundai Grand i10 Sportz,400000,2014,7,90000,5,3,1,2,2,18.9,1197,82,Hyundai
5860,Tata Zest Revotron 1.2T XMS,620000,2019,2,100000,5,3,1,2,1,17.57,1193,88,Tata
5861,Hyundai i20 Sportz Option 1.2,400000,2014,7,147000,5,3,1,2,2,18.6,1197,81,Hyundai
5862,Nissan Terrano XL 85 PS,700000,2015,6,80000,5,4,1,2,2,20.45,1461,83,Nissan
5863,Maruti Ritz VDi,217000,2010,11,120000,5,4,1,2,1,21.1,1248,73,Maruti
5864,Hyundai i20 Petrol CVT Asta,700000,2018,3,25000,5,3,1,1,2,17.4,1197,81,Hyundai
5865,Hyundai Verna 1.6 SX,450000,2012,9,120000,5,4,1,2,2,22.32,1582,126,Hyundai
5866,Maruti Alto 800 LXI,275000,2015,6,16700,5,3,1,2,1,22.74,796,47,Maruti
5867,Mahindra XUV500 W11 Option AWD,1700000,2019,2,32000,7,4,1,2,1,15.1,2179,155,Mahindra
5868,Tata Safari Storme EX,503000,2015,6,110000,7,4,1,2,1,14.1,2179,147,Tata
5869,Mahindra Marazzo M2 BSIV,1075000,2019,2,23000,7,4,2,2,1,17.3,1497,121,Mahindra
5870,Hyundai Creta 1.4 E Plus,950000,2019,2,15000,5,4,1,2,1,22.1,1396,88,Hyundai
5871,Ford Figo Diesel ZXI,160000,2011,10,85000,5,4,1,2,1,20,1399,68,Ford
5872,Maruti Alto LXi,195000,2009,12,40000,5,3,1,2,1,19.7,796,46,Maruti
5873,Maruti Eeco CNG 5 Seater AC BSIV,400000,2017,4,60000,5,1,1,2,1,21.94,1196,61,Maruti
5874,Ford Aspire Titanium BSIV,800000,2019,2,33000,5,3,2,2,1,19.4,1194,94,Ford
5875,Hyundai Verna 1.4 VTVT,650000,2016,5,40000,5,3,1,2,1,17.43,1396,105,Hyundai
5876,Tata Indica Vista TDI LS,160000,2013,8,110000,5,4,1,2,1,19.4,1405,70,Tata
5877,Honda City i DTEC V,725000,2015,6,50000,5,4,1,2,2,26,1498,98,Honda
5878,Maruti Alto 800 LXI,300000,2017,4,27000,5,3,1,2,1,24.7,796,47,Maruti
5879,Toyota Innova 2.5 VX (Diesel) 7 Seater,869999,2014,7,217000,7,4,1,2,2,12.99,2494,100,Toyota
5880,Mahindra Scorpio SLE BSIII,550000,2013,8,80000,8,4,1,2,2,12.05,2179,120,Mahindra
5881,Honda Amaze S i-VTEC,690000,2019,2,1303,5,3,2,2,1,17.8,1198,86,Honda
5882,Mahindra KUV 100 G80 K4 Plus 5Str,445000,2018,3,19700,5,3,1,2,1,18.15,1198,82,Mahindra
5883,Hyundai Grand i10 1.2 Kappa Sportz Option,500000,2018,3,40000,5,3,1,2,1,18.9,1197,81,Hyundai
5884,Hyundai i20 2015-2017 Asta Option 1.4 CRDi,780000,2017,4,28000,5,4,1,2,1,22.54,1396,88,Hyundai
5885,Hyundai EON Magna Plus,340000,2017,4,30000,5,3,1,2,1,21.1,814,55,Hyundai
5886,Mahindra XUV500 W6 2WD,800000,2016,5,90000,7,4,1,2,1,16,2179,140,Mahindra
5887,Maruti Zen LX - BS III,100000,2006,15,120000,5,3,1,2,2,17.3,993,60,Maruti
5888,Ford Figo Diesel Titanium,200000,2011,10,170000,5,4,1,2,2,20,1399,68,Ford
5889,Mahindra Bolero Power Plus Plus AC BSIV PS,475000,2015,6,128000,9,4,1,2,3,15.96,2523,63,Mahindra
5890,Honda WR-V i-DTEC VX,834000,2018,3,30000,5,4,1,2,1,25.5,1498,98,Honda
5891,Hyundai i20 1.4 CRDi Asta,270000,2011,10,125000,5,4,1,2,1,23,1396,90,Hyundai
5892,Honda City i VTEC VX,900000,2015,6,22000,5,3,1,2,1,17.4,1497,117,Honda
5893,Tata Manza Aura (ABS) Quadrajet BS IV,300000,2012,9,110000,5,4,1,2,2,21.12,1248,88,Tata
5894,Maruti Vitara Brezza ZDi,813000,2017,4,110000,5,4,1,2,1,24.3,1248,88,Maruti
5895,Fiat Grande Punto 1.3 Dynamic (Diesel),300000,2011,10,60000,5,4,1,2,1,20.3,1248,75,Fiat
5896,Mahindra XUV500 W8 2WD,750000,2013,8,120000,7,4,1,2,1,15.1,2179,140,Mahindra
5897,Maruti Swift AMT ZXI,600000,2018,3,69779,5,3,2,1,1,22,1197,81,Maruti
5898,Honda Amaze i-VTEC Privilege Edition,490000,2017,4,80000,5,3,1,2,1,17.8,1198,86,Honda
